binary_package	binary_version	source_package	source_version	repo_relative_path	source_directory	repo_url
libdb5.3	5.3.28+dfsg2-1	db5.3	5.3.28+dfsg2-1	db5.3/5.3.28+dfsg2-1/db5.3_5.3.28+dfsg2-1.dsc	db5.3/5.3.28+dfsg2-1	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/db5.3/5.3.28+dfsg2-1/db5.3_5.3.28+dfsg2-1.dsc
libdb5.3	5.3.28+dfsg2-1	db5.3	5.3.28+dfsg2-1	db5.3/5.3.28+dfsg2-1/db5.3_5.3.28+dfsg2.orig.tar.xz	db5.3/5.3.28+dfsg2-1	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/db5.3/5.3.28+dfsg2-1/db5.3_5.3.28+dfsg2.orig.tar.xz
libdbus-1-3	1.14.10-1~deb12u1	dbus	1.14.10-1~deb12u1	dbus/1.14.10-1~deb12u1/dbus_1.14.10-1~deb12u1.debian.tar.xz	dbus/1.14.10-1~deb12u1	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/dbus/1.14.10-1~deb12u1/dbus_1.14.10-1~deb12u1.debian.tar.xz
libdbus-1-3	1.14.10-1~deb12u1	dbus	1.14.10-1~deb12u1	dbus/1.14.10-1~deb12u1/dbus_1.14.10-1~deb12u1.dsc	dbus/1.14.10-1~deb12u1	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/dbus/1.14.10-1~deb12u1/dbus_1.14.10-1~deb12u1.dsc
libdbus-1-3	1.14.10-1~deb12u1	dbus	1.14.10-1~deb12u1	dbus/1.14.10-1~deb12u1/dbus_1.14.10.orig.tar.xz	dbus/1.14.10-1~deb12u1	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/dbus/1.14.10-1~deb12u1/dbus_1.14.10.orig.tar.xz
libdbus-1-3	1.14.10-1~deb12u1	dbus	1.14.10-1~deb12u1	dbus/1.14.10-1~deb12u1/dbus_1.14.10.orig.tar.xz.asc	dbus/1.14.10-1~deb12u1	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/dbus/1.14.10-1~deb12u1/dbus_1.14.10.orig.tar.xz.asc
libdbus-1-dev	1.14.10-1~deb12u1	dbus	1.14.10-1~deb12u1	dbus/1.14.10-1~deb12u1/dbus_1.14.10-1~deb12u1.debian.tar.xz	dbus/1.14.10-1~deb12u1	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/dbus/1.14.10-1~deb12u1/dbus_1.14.10-1~deb12u1.debian.tar.xz
libdbus-1-dev	1.14.10-1~deb12u1	dbus	1.14.10-1~deb12u1	dbus/1.14.10-1~deb12u1/dbus_1.14.10-1~deb12u1.dsc	dbus/1.14.10-1~deb12u1	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/dbus/1.14.10-1~deb12u1/dbus_1.14.10-1~deb12u1.dsc
libdbus-1-dev	1.14.10-1~deb12u1	dbus	1.14.10-1~deb12u1	dbus/1.14.10-1~deb12u1/dbus_1.14.10.orig.tar.xz	dbus/1.14.10-1~deb12u1	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/dbus/1.14.10-1~deb12u1/dbus_1.14.10.orig.tar.xz
libdbus-1-dev	1.14.10-1~deb12u1	dbus	1.14.10-1~deb12u1	dbus/1.14.10-1~deb12u1/dbus_1.14.10.orig.tar.xz.asc	dbus/1.14.10-1~deb12u1	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/dbus/1.14.10-1~deb12u1/dbus_1.14.10.orig.tar.xz.asc
libdbus-glib-1-2	0.112-3	dbus-glib	0.112-3	dbus-glib/0.112-3/dbus-glib_0.112-3.debian.tar.xz	dbus-glib/0.112-3	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/dbus-glib/0.112-3/dbus-glib_0.112-3.debian.tar.xz
libdbus-glib-1-2	0.112-3	dbus-glib	0.112-3	dbus-glib/0.112-3/dbus-glib_0.112-3.dsc	dbus-glib/0.112-3	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/dbus-glib/0.112-3/dbus-glib_0.112-3.dsc
libdbus-glib-1-2	0.112-3	dbus-glib	0.112-3	dbus-glib/0.112-3/dbus-glib_0.112.orig.tar.gz	dbus-glib/0.112-3	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/dbus-glib/0.112-3/dbus-glib_0.112.orig.tar.gz
libdbus-glib-1-2	0.112-3	dbus-glib	0.112-3	dbus-glib/0.112-3/dbus-glib_0.112.orig.tar.gz.asc	dbus-glib/0.112-3	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/dbus-glib/0.112-3/dbus-glib_0.112.orig.tar.gz.asc
libdbus-glib-1-dev	0.112-3	dbus-glib	0.112-3	dbus-glib/0.112-3/dbus-glib_0.112-3.debian.tar.xz	dbus-glib/0.112-3	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/dbus-glib/0.112-3/dbus-glib_0.112-3.debian.tar.xz
libdbus-glib-1-dev	0.112-3	dbus-glib	0.112-3	dbus-glib/0.112-3/dbus-glib_0.112-3.dsc	dbus-glib/0.112-3	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/dbus-glib/0.112-3/dbus-glib_0.112-3.dsc
libdbus-glib-1-dev	0.112-3	dbus-glib	0.112-3	dbus-glib/0.112-3/dbus-glib_0.112.orig.tar.gz	dbus-glib/0.112-3	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/dbus-glib/0.112-3/dbus-glib_0.112.orig.tar.gz
libdbus-glib-1-dev	0.112-3	dbus-glib	0.112-3	dbus-glib/0.112-3/dbus-glib_0.112.orig.tar.gz.asc	dbus-glib/0.112-3	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/dbus-glib/0.112-3/dbus-glib_0.112.orig.tar.gz.asc
libdbusmenu-glib-dev	18.10.20180917~bzr492+repack1-3	libdbusmenu	18.10.20180917~bzr492+repack1-3	libdbusmenu/18.10.20180917~bzr492+repack1-3/libdbusmenu_18.10.20180917~bzr492+repack1-3.debian.tar.xz	libdbusmenu/18.10.20180917~bzr492+repack1-3	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/libdbusmenu/18.10.20180917~bzr492+repack1-3/libdbusmenu_18.10.20180917~bzr492+repack1-3.debian.tar.xz
libdbusmenu-glib-dev	18.10.20180917~bzr492+repack1-3	libdbusmenu	18.10.20180917~bzr492+repack1-3	libdbusmenu/18.10.20180917~bzr492+repack1-3/libdbusmenu_18.10.20180917~bzr492+repack1-3.dsc	libdbusmenu/18.10.20180917~bzr492+repack1-3	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/libdbusmenu/18.10.20180917~bzr492+repack1-3/libdbusmenu_18.10.20180917~bzr492+repack1-3.dsc
libdbusmenu-glib-dev	18.10.20180917~bzr492+repack1-3	libdbusmenu	18.10.20180917~bzr492+repack1-3	libdbusmenu/18.10.20180917~bzr492+repack1-3/libdbusmenu_18.10.20180917~bzr492+repack1.orig.tar.xz	libdbusmenu/18.10.20180917~bzr492+repack1-3	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/libdbusmenu/18.10.20180917~bzr492+repack1-3/libdbusmenu_18.10.20180917~bzr492+repack1.orig.tar.xz
libdbusmenu-glib4	18.10.20180917~bzr492+repack1-3	libdbusmenu	18.10.20180917~bzr492+repack1-3	libdbusmenu/18.10.20180917~bzr492+repack1-3/libdbusmenu_18.10.20180917~bzr492+repack1-3.debian.tar.xz	libdbusmenu/18.10.20180917~bzr492+repack1-3	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/libdbusmenu/18.10.20180917~bzr492+repack1-3/libdbusmenu_18.10.20180917~bzr492+repack1-3.debian.tar.xz
libdbusmenu-glib4	18.10.20180917~bzr492+repack1-3	libdbusmenu	18.10.20180917~bzr492+repack1-3	libdbusmenu/18.10.20180917~bzr492+repack1-3/libdbusmenu_18.10.20180917~bzr492+repack1-3.dsc	libdbusmenu/18.10.20180917~bzr492+repack1-3	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/libdbusmenu/18.10.20180917~bzr492+repack1-3/libdbusmenu_18.10.20180917~bzr492+repack1-3.dsc
libdbusmenu-glib4	18.10.20180917~bzr492+repack1-3	libdbusmenu	18.10.20180917~bzr492+repack1-3	libdbusmenu/18.10.20180917~bzr492+repack1-3/libdbusmenu_18.10.20180917~bzr492+repack1.orig.tar.xz	libdbusmenu/18.10.20180917~bzr492+repack1-3	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/libdbusmenu/18.10.20180917~bzr492+repack1-3/libdbusmenu_18.10.20180917~bzr492+repack1.orig.tar.xz
libdconf1	0.40.0-4	dconf	0.40.0-4	dconf/0.40.0-4/dconf_0.40.0-4.debian.tar.xz	dconf/0.40.0-4	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/dconf/0.40.0-4/dconf_0.40.0-4.debian.tar.xz
libdconf1	0.40.0-4	dconf	0.40.0-4	dconf/0.40.0-4/dconf_0.40.0-4.dsc	dconf/0.40.0-4	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/dconf/0.40.0-4/dconf_0.40.0-4.dsc
libdconf1	0.40.0-4	dconf	0.40.0-4	dconf/0.40.0-4/dconf_0.40.0.orig.tar.xz	dconf/0.40.0-4	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/dconf/0.40.0-4/dconf_0.40.0.orig.tar.xz
libde265-0	1.0.11-1+deb12u2	libde265	1.0.11-1+deb12u2	libde265/1.0.11-1+deb12u2/libde265_1.0.11-1+deb12u2.debian.tar.xz	libde265/1.0.11-1+deb12u2	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/libde265/1.0.11-1+deb12u2/libde265_1.0.11-1+deb12u2.debian.tar.xz
libde265-0	1.0.11-1+deb12u2	libde265	1.0.11-1+deb12u2	libde265/1.0.11-1+deb12u2/libde265_1.0.11-1+deb12u2.dsc	libde265/1.0.11-1+deb12u2	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/libde265/1.0.11-1+deb12u2/libde265_1.0.11-1+deb12u2.dsc
libde265-0	1.0.11-1+deb12u2	libde265	1.0.11-1+deb12u2	libde265/1.0.11-1+deb12u2/libde265_1.0.11.orig.tar.gz	libde265/1.0.11-1+deb12u2	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/libde265/1.0.11-1+deb12u2/libde265_1.0.11.orig.tar.gz
libdebconfclient0	0.270	cdebconf	0.270	cdebconf/0.270/cdebconf_0.270.dsc	cdebconf/0.270	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/cdebconf/0.270/cdebconf_0.270.dsc
libdebconfclient0	0.270	cdebconf	0.270	cdebconf/0.270/cdebconf_0.270.tar.xz	cdebconf/0.270	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/cdebconf/0.270/cdebconf_0.270.tar.xz
libdee-1.0-4	1.2.7+17.10.20170616-7+b2	dee	1.2.7+17.10.20170616-7	dee/1.2.7+17.10.20170616-7/dee_1.2.7+17.10.20170616-7.debian.tar.xz	dee/1.2.7+17.10.20170616-7	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/dee/1.2.7+17.10.20170616-7/dee_1.2.7+17.10.20170616-7.debian.tar.xz
libdee-1.0-4	1.2.7+17.10.20170616-7+b2	dee	1.2.7+17.10.20170616-7	dee/1.2.7+17.10.20170616-7/dee_1.2.7+17.10.20170616-7.dsc	dee/1.2.7+17.10.20170616-7	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/dee/1.2.7+17.10.20170616-7/dee_1.2.7+17.10.20170616-7.dsc
libdee-1.0-4	1.2.7+17.10.20170616-7+b2	dee	1.2.7+17.10.20170616-7	dee/1.2.7+17.10.20170616-7/dee_1.2.7+17.10.20170616.orig.tar.gz	dee/1.2.7+17.10.20170616-7	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/dee/1.2.7+17.10.20170616-7/dee_1.2.7+17.10.20170616.orig.tar.gz
libdee-dev	1.2.7+17.10.20170616-7+b2	dee	1.2.7+17.10.20170616-7	dee/1.2.7+17.10.20170616-7/dee_1.2.7+17.10.20170616-7.debian.tar.xz	dee/1.2.7+17.10.20170616-7	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/dee/1.2.7+17.10.20170616-7/dee_1.2.7+17.10.20170616-7.debian.tar.xz
libdee-dev	1.2.7+17.10.20170616-7+b2	dee	1.2.7+17.10.20170616-7	dee/1.2.7+17.10.20170616-7/dee_1.2.7+17.10.20170616-7.dsc	dee/1.2.7+17.10.20170616-7	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/dee/1.2.7+17.10.20170616-7/dee_1.2.7+17.10.20170616-7.dsc
libdee-dev	1.2.7+17.10.20170616-7+b2	dee	1.2.7+17.10.20170616-7	dee/1.2.7+17.10.20170616-7/dee_1.2.7+17.10.20170616.orig.tar.gz	dee/1.2.7+17.10.20170616-7	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/dee/1.2.7+17.10.20170616-7/dee_1.2.7+17.10.20170616.orig.tar.gz
libdeflate-dev	1.14-1	libdeflate	1.14-1	libdeflate/1.14-1/libdeflate_1.14-1.debian.tar.xz	libdeflate/1.14-1	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/libdeflate/1.14-1/libdeflate_1.14-1.debian.tar.xz
libdeflate-dev	1.14-1	libdeflate	1.14-1	libdeflate/1.14-1/libdeflate_1.14-1.dsc	libdeflate/1.14-1	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/libdeflate/1.14-1/libdeflate_1.14-1.dsc
libdeflate-dev	1.14-1	libdeflate	1.14-1	libdeflate/1.14-1/libdeflate_1.14.orig.tar.gz	libdeflate/1.14-1	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/libdeflate/1.14-1/libdeflate_1.14.orig.tar.gz
libdeflate0	1.14-1	libdeflate	1.14-1	libdeflate/1.14-1/libdeflate_1.14-1.debian.tar.xz	libdeflate/1.14-1	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/libdeflate/1.14-1/libdeflate_1.14-1.debian.tar.xz
libdeflate0	1.14-1	libdeflate	1.14-1	libdeflate/1.14-1/libdeflate_1.14-1.dsc	libdeflate/1.14-1	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/libdeflate/1.14-1/libdeflate_1.14-1.dsc
libdeflate0	1.14-1	libdeflate	1.14-1	libdeflate/1.14-1/libdeflate_1.14.orig.tar.gz	libdeflate/1.14-1	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/libdeflate/1.14-1/libdeflate_1.14.orig.tar.gz
libdevmapper1.02.1	2:1.02.185-2	lvm2	2.03.16-2	lvm2/2.03.16-2/lvm2_2.03.16-2.debian.tar.xz	lvm2/2.03.16-2	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/lvm2/2.03.16-2/lvm2_2.03.16-2.debian.tar.xz
libdevmapper1.02.1	2:1.02.185-2	lvm2	2.03.16-2	lvm2/2.03.16-2/lvm2_2.03.16-2.dsc	lvm2/2.03.16-2	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/lvm2/2.03.16-2/lvm2_2.03.16-2.dsc
libdevmapper1.02.1	2:1.02.185-2	lvm2	2.03.16-2	lvm2/2.03.16-2/lvm2_2.03.16.orig.tar.xz	lvm2/2.03.16-2	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/lvm2/2.03.16-2/lvm2_2.03.16.orig.tar.xz
libdouble-conversion-dev	3.2.1-1	double-conversion	3.2.1-1	double-conversion/3.2.1-1/double-conversion_3.2.1-1.debian.tar.xz	double-conversion/3.2.1-1	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/double-conversion/3.2.1-1/double-conversion_3.2.1-1.debian.tar.xz
libdouble-conversion-dev	3.2.1-1	double-conversion	3.2.1-1	double-conversion/3.2.1-1/double-conversion_3.2.1-1.dsc	double-conversion/3.2.1-1	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/double-conversion/3.2.1-1/double-conversion_3.2.1-1.dsc
libdouble-conversion-dev	3.2.1-1	double-conversion	3.2.1-1	double-conversion/3.2.1-1/double-conversion_3.2.1.orig.tar.gz	double-conversion/3.2.1-1	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/double-conversion/3.2.1-1/double-conversion_3.2.1.orig.tar.gz
libdouble-conversion3	3.2.1-1	double-conversion	3.2.1-1	double-conversion/3.2.1-1/double-conversion_3.2.1-1.debian.tar.xz	double-conversion/3.2.1-1	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/double-conversion/3.2.1-1/double-conversion_3.2.1-1.debian.tar.xz
libdouble-conversion3	3.2.1-1	double-conversion	3.2.1-1	double-conversion/3.2.1-1/double-conversion_3.2.1-1.dsc	double-conversion/3.2.1-1	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/double-conversion/3.2.1-1/double-conversion_3.2.1-1.dsc
libdouble-conversion3	3.2.1-1	double-conversion	3.2.1-1	double-conversion/3.2.1-1/double-conversion_3.2.1.orig.tar.gz	double-conversion/3.2.1-1	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/double-conversion/3.2.1-1/double-conversion_3.2.1.orig.tar.gz
libdrm-amdgpu1	2.4.114-1+b1	libdrm	2.4.114-1	libdrm/2.4.114-1/libdrm_2.4.114-1.debian.tar.xz	libdrm/2.4.114-1	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/libdrm/2.4.114-1/libdrm_2.4.114-1.debian.tar.xz
libdrm-amdgpu1	2.4.114-1+b1	libdrm	2.4.114-1	libdrm/2.4.114-1/libdrm_2.4.114-1.dsc	libdrm/2.4.114-1	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/libdrm/2.4.114-1/libdrm_2.4.114-1.dsc
libdrm-amdgpu1	2.4.114-1+b1	libdrm	2.4.114-1	libdrm/2.4.114-1/libdrm_2.4.114.orig.tar.xz	libdrm/2.4.114-1	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/libdrm/2.4.114-1/libdrm_2.4.114.orig.tar.xz
libdrm-amdgpu1	2.4.114-1+b1	libdrm	2.4.114-1	libdrm/2.4.114-1/libdrm_2.4.114.orig.tar.xz.asc	libdrm/2.4.114-1	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/libdrm/2.4.114-1/libdrm_2.4.114.orig.tar.xz.asc
libdrm-dev	2.4.114-1+b1	libdrm	2.4.114-1	libdrm/2.4.114-1/libdrm_2.4.114-1.debian.tar.xz	libdrm/2.4.114-1	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/libdrm/2.4.114-1/libdrm_2.4.114-1.debian.tar.xz
libdrm-dev	2.4.114-1+b1	libdrm	2.4.114-1	libdrm/2.4.114-1/libdrm_2.4.114-1.dsc	libdrm/2.4.114-1	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/libdrm/2.4.114-1/libdrm_2.4.114-1.dsc
libdrm-dev	2.4.114-1+b1	libdrm	2.4.114-1	libdrm/2.4.114-1/libdrm_2.4.114.orig.tar.xz	libdrm/2.4.114-1	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/libdrm/2.4.114-1/libdrm_2.4.114.orig.tar.xz
libdrm-dev	2.4.114-1+b1	libdrm	2.4.114-1	libdrm/2.4.114-1/libdrm_2.4.114.orig.tar.xz.asc	libdrm/2.4.114-1	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/libdrm/2.4.114-1/libdrm_2.4.114.orig.tar.xz.asc
libdrm-intel1	2.4.114-1+b1	libdrm	2.4.114-1	libdrm/2.4.114-1/libdrm_2.4.114-1.debian.tar.xz	libdrm/2.4.114-1	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/libdrm/2.4.114-1/libdrm_2.4.114-1.debian.tar.xz
libdrm-intel1	2.4.114-1+b1	libdrm	2.4.114-1	libdrm/2.4.114-1/libdrm_2.4.114-1.dsc	libdrm/2.4.114-1	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/libdrm/2.4.114-1/libdrm_2.4.114-1.dsc
libdrm-intel1	2.4.114-1+b1	libdrm	2.4.114-1	libdrm/2.4.114-1/libdrm_2.4.114.orig.tar.xz	libdrm/2.4.114-1	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/libdrm/2.4.114-1/libdrm_2.4.114.orig.tar.xz
libdrm-intel1	2.4.114-1+b1	libdrm	2.4.114-1	libdrm/2.4.114-1/libdrm_2.4.114.orig.tar.xz.asc	libdrm/2.4.114-1	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/libdrm/2.4.114-1/libdrm_2.4.114.orig.tar.xz.asc
libdrm-nouveau2	2.4.114-1+b1	libdrm	2.4.114-1	libdrm/2.4.114-1/libdrm_2.4.114-1.debian.tar.xz	libdrm/2.4.114-1	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/libdrm/2.4.114-1/libdrm_2.4.114-1.debian.tar.xz
libdrm-nouveau2	2.4.114-1+b1	libdrm	2.4.114-1	libdrm/2.4.114-1/libdrm_2.4.114-1.dsc	libdrm/2.4.114-1	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/libdrm/2.4.114-1/libdrm_2.4.114-1.dsc
libdrm-nouveau2	2.4.114-1+b1	libdrm	2.4.114-1	libdrm/2.4.114-1/libdrm_2.4.114.orig.tar.xz	libdrm/2.4.114-1	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/libdrm/2.4.114-1/libdrm_2.4.114.orig.tar.xz
libdrm-nouveau2	2.4.114-1+b1	libdrm	2.4.114-1	libdrm/2.4.114-1/libdrm_2.4.114.orig.tar.xz.asc	libdrm/2.4.114-1	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/libdrm/2.4.114-1/libdrm_2.4.114.orig.tar.xz.asc
libdrm-radeon1	2.4.114-1+b1	libdrm	2.4.114-1	libdrm/2.4.114-1/libdrm_2.4.114-1.debian.tar.xz	libdrm/2.4.114-1	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/libdrm/2.4.114-1/libdrm_2.4.114-1.debian.tar.xz
libdrm-radeon1	2.4.114-1+b1	libdrm	2.4.114-1	libdrm/2.4.114-1/libdrm_2.4.114-1.dsc	libdrm/2.4.114-1	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/libdrm/2.4.114-1/libdrm_2.4.114-1.dsc
libdrm-radeon1	2.4.114-1+b1	libdrm	2.4.114-1	libdrm/2.4.114-1/libdrm_2.4.114.orig.tar.xz	libdrm/2.4.114-1	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/libdrm/2.4.114-1/libdrm_2.4.114.orig.tar.xz
libdrm-radeon1	2.4.114-1+b1	libdrm	2.4.114-1	libdrm/2.4.114-1/libdrm_2.4.114.orig.tar.xz.asc	libdrm/2.4.114-1	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/libdrm/2.4.114-1/libdrm_2.4.114.orig.tar.xz.asc
libdrm2	2.4.114-1+b1	libdrm	2.4.114-1	libdrm/2.4.114-1/libdrm_2.4.114-1.debian.tar.xz	libdrm/2.4.114-1	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/libdrm/2.4.114-1/libdrm_2.4.114-1.debian.tar.xz
libdrm2	2.4.114-1+b1	libdrm	2.4.114-1	libdrm/2.4.114-1/libdrm_2.4.114-1.dsc	libdrm/2.4.114-1	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/libdrm/2.4.114-1/libdrm_2.4.114-1.dsc
libdrm2	2.4.114-1+b1	libdrm	2.4.114-1	libdrm/2.4.114-1/libdrm_2.4.114.orig.tar.xz	libdrm/2.4.114-1	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/libdrm/2.4.114-1/libdrm_2.4.114.orig.tar.xz
libdrm2	2.4.114-1+b1	libdrm	2.4.114-1	libdrm/2.4.114-1/libdrm_2.4.114.orig.tar.xz.asc	libdrm/2.4.114-1	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/libdrm/2.4.114-1/libdrm_2.4.114.orig.tar.xz.asc
libedit2	3.1-20221030-2	libedit	3.1-20221030-2	libedit/3.1-20221030-2/libedit_3.1-20221030-2.debian.tar.xz	libedit/3.1-20221030-2	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/libedit/3.1-20221030-2/libedit_3.1-20221030-2.debian.tar.xz
libedit2	3.1-20221030-2	libedit	3.1-20221030-2	libedit/3.1-20221030-2/libedit_3.1-20221030-2.dsc	libedit/3.1-20221030-2	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/libedit/3.1-20221030-2/libedit_3.1-20221030-2.dsc
libedit2	3.1-20221030-2	libedit	3.1-20221030-2	libedit/3.1-20221030-2/libedit_3.1-20221030.orig.tar.gz	libedit/3.1-20221030-2	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/libedit/3.1-20221030-2/libedit_3.1-20221030.orig.tar.gz
