binary_package	binary_version	source_package	source_version	repo_relative_path	source_directory	repo_url
adwaita-icon-theme	43-1	adwaita-icon-theme	43-1	adwaita-icon-theme/43-1/adwaita-icon-theme_43-1.debian.tar.xz	adwaita-icon-theme/43-1	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/adwaita-icon-theme/43-1/adwaita-icon-theme_43-1.debian.tar.xz
adwaita-icon-theme	43-1	adwaita-icon-theme	43-1	adwaita-icon-theme/43-1/adwaita-icon-theme_43-1.dsc	adwaita-icon-theme/43-1	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/adwaita-icon-theme/43-1/adwaita-icon-theme_43-1.dsc
adwaita-icon-theme	43-1	adwaita-icon-theme	43-1	adwaita-icon-theme/43-1/adwaita-icon-theme_43.orig-41.tar.xz	adwaita-icon-theme/43-1	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/adwaita-icon-theme/43-1/adwaita-icon-theme_43.orig-41.tar.xz
adwaita-icon-theme	43-1	adwaita-icon-theme	43-1	adwaita-icon-theme/43-1/adwaita-icon-theme_43.orig.tar.xz	adwaita-icon-theme/43-1	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/adwaita-icon-theme/43-1/adwaita-icon-theme_43.orig.tar.xz
apt	2.6.1	apt	2.6.1	apt/2.6.1/apt_2.6.1.dsc	apt/2.6.1	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/apt/2.6.1/apt_2.6.1.dsc
apt	2.6.1	apt	2.6.1	apt/2.6.1/apt_2.6.1.tar.xz	apt/2.6.1	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/apt/2.6.1/apt_2.6.1.tar.xz
base-files	12.4+deb12u13	base-files	12.4+deb12u13	base-files/12.4+deb12u13/base-files_12.4+deb12u13.dsc	base-files/12.4+deb12u13	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/base-files/12.4+deb12u13/base-files_12.4+deb12u13.dsc
base-files	12.4+deb12u13	base-files	12.4+deb12u13	base-files/12.4+deb12u13/base-files_12.4+deb12u13.tar.xz	base-files/12.4+deb12u13	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/base-files/12.4+deb12u13/base-files_12.4+deb12u13.tar.xz
binutils-i686-linux-gnu	2.40-2	binutils	2.40-2	binutils/2.40-2/binutils_2.40-2.debian.tar.xz	binutils/2.40-2	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/binutils/2.40-2/binutils_2.40-2.debian.tar.xz
binutils-i686-linux-gnu	2.40-2	binutils	2.40-2	binutils/2.40-2/binutils_2.40-2.dsc	binutils/2.40-2	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/binutils/2.40-2/binutils_2.40-2.dsc
binutils-i686-linux-gnu	2.40-2	binutils	2.40-2	binutils/2.40-2/binutils_2.40.orig.tar.xz	binutils/2.40-2	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/binutils/2.40-2/binutils_2.40.orig.tar.xz
comerr-dev	2.1-1.47.0-2+b2	e2fsprogs	1.47.0-2	e2fsprogs/1.47.0-2/e2fsprogs_1.47.0-2.debian.tar.xz	e2fsprogs/1.47.0-2	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/e2fsprogs/1.47.0-2/e2fsprogs_1.47.0-2.debian.tar.xz
comerr-dev	2.1-1.47.0-2+b2	e2fsprogs	1.47.0-2	e2fsprogs/1.47.0-2/e2fsprogs_1.47.0-2.dsc	e2fsprogs/1.47.0-2	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/e2fsprogs/1.47.0-2/e2fsprogs_1.47.0-2.dsc
comerr-dev	2.1-1.47.0-2+b2	e2fsprogs	1.47.0-2	e2fsprogs/1.47.0-2/e2fsprogs_1.47.0.orig.tar.gz	e2fsprogs/1.47.0-2	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/e2fsprogs/1.47.0-2/e2fsprogs_1.47.0.orig.tar.gz
comerr-dev	2.1-1.47.0-2+b2	e2fsprogs	1.47.0-2	e2fsprogs/1.47.0-2/e2fsprogs_1.47.0.orig.tar.gz.asc	e2fsprogs/1.47.0-2	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/e2fsprogs/1.47.0-2/e2fsprogs_1.47.0.orig.tar.gz.asc
firebird-dev	3.0.11.33637.ds4-2+deb12u1	firebird3.0	3.0.11.33637.ds4-2+deb12u1	firebird3.0/3.0.11.33637.ds4-2+deb12u1/firebird3.0_3.0.11.33637.ds4-2+deb12u1.debian.tar.xz	firebird3.0/3.0.11.33637.ds4-2+deb12u1	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/firebird3.0/3.0.11.33637.ds4-2+deb12u1/firebird3.0_3.0.11.33637.ds4-2+deb12u1.debian.tar.xz
firebird-dev	3.0.11.33637.ds4-2+deb12u1	firebird3.0	3.0.11.33637.ds4-2+deb12u1	firebird3.0/3.0.11.33637.ds4-2+deb12u1/firebird3.0_3.0.11.33637.ds4-2+deb12u1.dsc	firebird3.0/3.0.11.33637.ds4-2+deb12u1	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/firebird3.0/3.0.11.33637.ds4-2+deb12u1/firebird3.0_3.0.11.33637.ds4-2+deb12u1.dsc
firebird-dev	3.0.11.33637.ds4-2+deb12u1	firebird3.0	3.0.11.33637.ds4-2+deb12u1	firebird3.0/3.0.11.33637.ds4-2+deb12u1/firebird3.0_3.0.11.33637.ds4.orig.tar.xz	firebird3.0/3.0.11.33637.ds4-2+deb12u1	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/firebird3.0/3.0.11.33637.ds4-2+deb12u1/firebird3.0_3.0.11.33637.ds4.orig.tar.xz
freetds-dev	1.3.17+ds-2	freetds	1.3.17+ds-2	freetds/1.3.17+ds-2/freetds_1.3.17+ds-2.debian.tar.xz	freetds/1.3.17+ds-2	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/freetds/1.3.17+ds-2/freetds_1.3.17+ds-2.debian.tar.xz
freetds-dev	1.3.17+ds-2	freetds	1.3.17+ds-2	freetds/1.3.17+ds-2/freetds_1.3.17+ds-2.dsc	freetds/1.3.17+ds-2	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/freetds/1.3.17+ds-2/freetds_1.3.17+ds-2.dsc
freetds-dev	1.3.17+ds-2	freetds	1.3.17+ds-2	freetds/1.3.17+ds-2/freetds_1.3.17+ds.orig.tar.xz	freetds/1.3.17+ds-2	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/freetds/1.3.17+ds-2/freetds_1.3.17+ds.orig.tar.xz
gcc-12	12.2.0-14+deb12u1	gcc-12	12.2.0-14+deb12u1	gcc-12/12.2.0-14+deb12u1/gcc-12_12.2.0-14+deb12u1.debian.tar.xz	gcc-12/12.2.0-14+deb12u1	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/gcc-12/12.2.0-14+deb12u1/gcc-12_12.2.0-14+deb12u1.debian.tar.xz
gcc-12	12.2.0-14+deb12u1	gcc-12	12.2.0-14+deb12u1	gcc-12/12.2.0-14+deb12u1/gcc-12_12.2.0-14+deb12u1.dsc	gcc-12/12.2.0-14+deb12u1	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/gcc-12/12.2.0-14+deb12u1/gcc-12_12.2.0-14+deb12u1.dsc
gcc-12	12.2.0-14+deb12u1	gcc-12	12.2.0-14+deb12u1	gcc-12/12.2.0-14+deb12u1/gcc-12_12.2.0.orig.tar.gz	gcc-12/12.2.0-14+deb12u1	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/gcc-12/12.2.0-14+deb12u1/gcc-12_12.2.0.orig.tar.gz
gettext	0.21-12	gettext	0.21-12	gettext/0.21-12/gettext_0.21-12.debian.tar.xz	gettext/0.21-12	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/gettext/0.21-12/gettext_0.21-12.debian.tar.xz
gettext	0.21-12	gettext	0.21-12	gettext/0.21-12/gettext_0.21-12.dsc	gettext/0.21-12	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/gettext/0.21-12/gettext_0.21-12.dsc
gettext	0.21-12	gettext	0.21-12	gettext/0.21-12/gettext_0.21.orig.tar.xz	gettext/0.21-12	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/gettext/0.21-12/gettext_0.21.orig.tar.xz
gettext	0.21-12	gettext	0.21-12	gettext/0.21-12/gettext_0.21.orig.tar.xz.asc	gettext/0.21-12	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/gettext/0.21-12/gettext_0.21.orig.tar.xz.asc
krb5-multidev	1.20.1-2+deb12u4	krb5	1.20.1-2+deb12u4	krb5/1.20.1-2+deb12u4/krb5_1.20.1-2+deb12u4.debian.tar.xz	krb5/1.20.1-2+deb12u4	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/krb5/1.20.1-2+deb12u4/krb5_1.20.1-2+deb12u4.debian.tar.xz
krb5-multidev	1.20.1-2+deb12u4	krb5	1.20.1-2+deb12u4	krb5/1.20.1-2+deb12u4/krb5_1.20.1-2+deb12u4.dsc	krb5/1.20.1-2+deb12u4	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/krb5/1.20.1-2+deb12u4/krb5_1.20.1-2+deb12u4.dsc
krb5-multidev	1.20.1-2+deb12u4	krb5	1.20.1-2+deb12u4	krb5/1.20.1-2+deb12u4/krb5_1.20.1.orig.tar.gz	krb5/1.20.1-2+deb12u4	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/krb5/1.20.1-2+deb12u4/krb5_1.20.1.orig.tar.gz
krb5-multidev	1.20.1-2+deb12u4	krb5	1.20.1-2+deb12u4	krb5/1.20.1-2+deb12u4/krb5_1.20.1.orig.tar.gz.asc	krb5/1.20.1-2+deb12u4	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/krb5/1.20.1-2+deb12u4/krb5_1.20.1.orig.tar.gz.asc
libabsl20220623	20220623.1-1+deb12u2	abseil	20220623.1-1+deb12u2	abseil/20220623.1-1+deb12u2/abseil_20220623.1-1+deb12u2.debian.tar.xz	abseil/20220623.1-1+deb12u2	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/abseil/20220623.1-1+deb12u2/abseil_20220623.1-1+deb12u2.debian.tar.xz
libabsl20220623	20220623.1-1+deb12u2	abseil	20220623.1-1+deb12u2	abseil/20220623.1-1+deb12u2/abseil_20220623.1-1+deb12u2.dsc	abseil/20220623.1-1+deb12u2	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/abseil/20220623.1-1+deb12u2/abseil_20220623.1-1+deb12u2.dsc
libabsl20220623	20220623.1-1+deb12u2	abseil	20220623.1-1+deb12u2	abseil/20220623.1-1+deb12u2/abseil_20220623.1.orig.tar.gz	abseil/20220623.1-1+deb12u2	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/abseil/20220623.1-1+deb12u2/abseil_20220623.1.orig.tar.gz
libacl1	2.3.1-3	acl	2.3.1-3	acl/2.3.1-3/acl_2.3.1-3.debian.tar.xz	acl/2.3.1-3	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/acl/2.3.1-3/acl_2.3.1-3.debian.tar.xz
libacl1	2.3.1-3	acl	2.3.1-3	acl/2.3.1-3/acl_2.3.1-3.dsc	acl/2.3.1-3	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/acl/2.3.1-3/acl_2.3.1-3.dsc
libacl1	2.3.1-3	acl	2.3.1-3	acl/2.3.1-3/acl_2.3.1.orig.tar.xz	acl/2.3.1-3	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/acl/2.3.1-3/acl_2.3.1.orig.tar.xz
libacl1	2.3.1-3	acl	2.3.1-3	acl/2.3.1-3/acl_2.3.1.orig.tar.xz.asc	acl/2.3.1-3	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/acl/2.3.1-3/acl_2.3.1.orig.tar.xz.asc
libacl1-dev	2.3.1-3	acl	2.3.1-3	acl/2.3.1-3/acl_2.3.1-3.debian.tar.xz	acl/2.3.1-3	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/acl/2.3.1-3/acl_2.3.1-3.debian.tar.xz
libacl1-dev	2.3.1-3	acl	2.3.1-3	acl/2.3.1-3/acl_2.3.1-3.dsc	acl/2.3.1-3	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/acl/2.3.1-3/acl_2.3.1-3.dsc
libacl1-dev	2.3.1-3	acl	2.3.1-3	acl/2.3.1-3/acl_2.3.1.orig.tar.xz	acl/2.3.1-3	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/acl/2.3.1-3/acl_2.3.1.orig.tar.xz
libacl1-dev	2.3.1-3	acl	2.3.1-3	acl/2.3.1-3/acl_2.3.1.orig.tar.xz.asc	acl/2.3.1-3	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/acl/2.3.1-3/acl_2.3.1.orig.tar.xz.asc
libaom3	3.6.0-1+deb12u2	aom	3.6.0-1+deb12u2	aom/3.6.0-1+deb12u2/aom_3.6.0-1+deb12u2.debian.tar.xz	aom/3.6.0-1+deb12u2	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/aom/3.6.0-1+deb12u2/aom_3.6.0-1+deb12u2.debian.tar.xz
libaom3	3.6.0-1+deb12u2	aom	3.6.0-1+deb12u2	aom/3.6.0-1+deb12u2/aom_3.6.0-1+deb12u2.dsc	aom/3.6.0-1+deb12u2	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/aom/3.6.0-1+deb12u2/aom_3.6.0-1+deb12u2.dsc
libaom3	3.6.0-1+deb12u2	aom	3.6.0-1+deb12u2	aom/3.6.0-1+deb12u2/aom_3.6.0.orig.tar.gz	aom/3.6.0-1+deb12u2	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/aom/3.6.0-1+deb12u2/aom_3.6.0.orig.tar.gz
libapparmor1	3.0.8-3	apparmor	3.0.8-3	apparmor/3.0.8-3/apparmor_3.0.8-3.debian.tar.xz	apparmor/3.0.8-3	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/apparmor/3.0.8-3/apparmor_3.0.8-3.debian.tar.xz
libapparmor1	3.0.8-3	apparmor	3.0.8-3	apparmor/3.0.8-3/apparmor_3.0.8-3.dsc	apparmor/3.0.8-3	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/apparmor/3.0.8-3/apparmor_3.0.8-3.dsc
libapparmor1	3.0.8-3	apparmor	3.0.8-3	apparmor/3.0.8-3/apparmor_3.0.8.orig.tar.gz	apparmor/3.0.8-3	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/apparmor/3.0.8-3/apparmor_3.0.8.orig.tar.gz
libapparmor1	3.0.8-3	apparmor	3.0.8-3	apparmor/3.0.8-3/apparmor_3.0.8.orig.tar.gz.asc	apparmor/3.0.8-3	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/apparmor/3.0.8-3/apparmor_3.0.8.orig.tar.gz.asc
libapt-pkg6.0	2.6.1	apt	2.6.1	apt/2.6.1/apt_2.6.1.dsc	apt/2.6.1	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/apt/2.6.1/apt_2.6.1.dsc
libapt-pkg6.0	2.6.1	apt	2.6.1	apt/2.6.1/apt_2.6.1.tar.xz	apt/2.6.1	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/apt/2.6.1/apt_2.6.1.tar.xz
libarchive13	3.6.2-1+deb12u3	libarchive	3.6.2-1+deb12u3	libarchive/3.6.2-1+deb12u3/libarchive_3.6.2-1+deb12u3.debian.tar.xz	libarchive/3.6.2-1+deb12u3	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/libarchive/3.6.2-1+deb12u3/libarchive_3.6.2-1+deb12u3.debian.tar.xz
libarchive13	3.6.2-1+deb12u3	libarchive	3.6.2-1+deb12u3	libarchive/3.6.2-1+deb12u3/libarchive_3.6.2-1+deb12u3.dsc	libarchive/3.6.2-1+deb12u3	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/libarchive/3.6.2-1+deb12u3/libarchive_3.6.2-1+deb12u3.dsc
libarchive13	3.6.2-1+deb12u3	libarchive	3.6.2-1+deb12u3	libarchive/3.6.2-1+deb12u3/libarchive_3.6.2.orig.tar.xz	libarchive/3.6.2-1+deb12u3	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/libarchive/3.6.2-1+deb12u3/libarchive_3.6.2.orig.tar.xz
libarchive13	3.6.2-1+deb12u3	libarchive	3.6.2-1+deb12u3	libarchive/3.6.2-1+deb12u3/libarchive_3.6.2.orig.tar.xz.asc	libarchive/3.6.2-1+deb12u3	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/libarchive/3.6.2-1+deb12u3/libarchive_3.6.2.orig.tar.xz.asc
libargon2-1	0~20171227-0.3+deb12u1	argon2	0~20171227-0.3+deb12u1	argon2/0~20171227-0.3+deb12u1/argon2_0~20171227-0.3+deb12u1.debian.tar.xz	argon2/0~20171227-0.3+deb12u1	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/argon2/0~20171227-0.3+deb12u1/argon2_0~20171227-0.3+deb12u1.debian.tar.xz
libargon2-1	0~20171227-0.3+deb12u1	argon2	0~20171227-0.3+deb12u1	argon2/0~20171227-0.3+deb12u1/argon2_0~20171227-0.3+deb12u1.dsc	argon2/0~20171227-0.3+deb12u1	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/argon2/0~20171227-0.3+deb12u1/argon2_0~20171227-0.3+deb12u1.dsc
libargon2-1	0~20171227-0.3+deb12u1	argon2	0~20171227-0.3+deb12u1	argon2/0~20171227-0.3+deb12u1/argon2_0~20171227.orig.tar.gz	argon2/0~20171227-0.3+deb12u1	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/argon2/0~20171227-0.3+deb12u1/argon2_0~20171227.orig.tar.gz
libasan8	12.2.0-14+deb12u1	gcc-12	12.2.0-14+deb12u1	gcc-12/12.2.0-14+deb12u1/gcc-12_12.2.0-14+deb12u1.debian.tar.xz	gcc-12/12.2.0-14+deb12u1	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/gcc-12/12.2.0-14+deb12u1/gcc-12_12.2.0-14+deb12u1.debian.tar.xz
libasan8	12.2.0-14+deb12u1	gcc-12	12.2.0-14+deb12u1	gcc-12/12.2.0-14+deb12u1/gcc-12_12.2.0-14+deb12u1.dsc	gcc-12/12.2.0-14+deb12u1	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/gcc-12/12.2.0-14+deb12u1/gcc-12_12.2.0-14+deb12u1.dsc
libasan8	12.2.0-14+deb12u1	gcc-12	12.2.0-14+deb12u1	gcc-12/12.2.0-14+deb12u1/gcc-12_12.2.0.orig.tar.gz	gcc-12/12.2.0-14+deb12u1	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/gcc-12/12.2.0-14+deb12u1/gcc-12_12.2.0.orig.tar.gz
libasound2	1.2.8-1+b1	alsa-lib	1.2.8-1	alsa-lib/1.2.8-1/alsa-lib_1.2.8-1.debian.tar.xz	alsa-lib/1.2.8-1	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/alsa-lib/1.2.8-1/alsa-lib_1.2.8-1.debian.tar.xz
libasound2	1.2.8-1+b1	alsa-lib	1.2.8-1	alsa-lib/1.2.8-1/alsa-lib_1.2.8-1.dsc	alsa-lib/1.2.8-1	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/alsa-lib/1.2.8-1/alsa-lib_1.2.8-1.dsc
libasound2	1.2.8-1+b1	alsa-lib	1.2.8-1	alsa-lib/1.2.8-1/alsa-lib_1.2.8.orig.tar.bz2	alsa-lib/1.2.8-1	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/alsa-lib/1.2.8-1/alsa-lib_1.2.8.orig.tar.bz2
libasound2	1.2.8-1+b1	alsa-lib	1.2.8-1	alsa-lib/1.2.8-1/alsa-lib_1.2.8.orig.tar.bz2.asc	alsa-lib/1.2.8-1	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/alsa-lib/1.2.8-1/alsa-lib_1.2.8.orig.tar.bz2.asc
libasound2-dev	1.2.8-1+b1	alsa-lib	1.2.8-1	alsa-lib/1.2.8-1/alsa-lib_1.2.8-1.debian.tar.xz	alsa-lib/1.2.8-1	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/alsa-lib/1.2.8-1/alsa-lib_1.2.8-1.debian.tar.xz
libasound2-dev	1.2.8-1+b1	alsa-lib	1.2.8-1	alsa-lib/1.2.8-1/alsa-lib_1.2.8-1.dsc	alsa-lib/1.2.8-1	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/alsa-lib/1.2.8-1/alsa-lib_1.2.8-1.dsc
libasound2-dev	1.2.8-1+b1	alsa-lib	1.2.8-1	alsa-lib/1.2.8-1/alsa-lib_1.2.8.orig.tar.bz2	alsa-lib/1.2.8-1	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/alsa-lib/1.2.8-1/alsa-lib_1.2.8.orig.tar.bz2
libasound2-dev	1.2.8-1+b1	alsa-lib	1.2.8-1	alsa-lib/1.2.8-1/alsa-lib_1.2.8.orig.tar.bz2.asc	alsa-lib/1.2.8-1	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/alsa-lib/1.2.8-1/alsa-lib_1.2.8.orig.tar.bz2.asc
libassuan0	2.5.5-5	libassuan	2.5.5-5	libassuan/2.5.5-5/libassuan_2.5.5-5.debian.tar.xz	libassuan/2.5.5-5	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/libassuan/2.5.5-5/libassuan_2.5.5-5.debian.tar.xz
libassuan0	2.5.5-5	libassuan	2.5.5-5	libassuan/2.5.5-5/libassuan_2.5.5-5.dsc	libassuan/2.5.5-5	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/libassuan/2.5.5-5/libassuan_2.5.5-5.dsc
libassuan0	2.5.5-5	libassuan	2.5.5-5	libassuan/2.5.5-5/libassuan_2.5.5.orig.tar.bz2	libassuan/2.5.5-5	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/libassuan/2.5.5-5/libassuan_2.5.5.orig.tar.bz2
libassuan0	2.5.5-5	libassuan	2.5.5-5	libassuan/2.5.5-5/libassuan_2.5.5.orig.tar.bz2.asc	libassuan/2.5.5-5	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/libassuan/2.5.5-5/libassuan_2.5.5.orig.tar.bz2.asc
libasyncns0	0.8-6+b3	libasyncns	0.8-6	libasyncns/0.8-6/libasyncns_0.8-6.debian.tar.xz	libasyncns/0.8-6	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/libasyncns/0.8-6/libasyncns_0.8-6.debian.tar.xz
libasyncns0	0.8-6+b3	libasyncns	0.8-6	libasyncns/0.8-6/libasyncns_0.8-6.dsc	libasyncns/0.8-6	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/libasyncns/0.8-6/libasyncns_0.8-6.dsc
libasyncns0	0.8-6+b3	libasyncns	0.8-6	libasyncns/0.8-6/libasyncns_0.8.orig.tar.gz	libasyncns/0.8-6	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/libasyncns/0.8-6/libasyncns_0.8.orig.tar.gz
libatk-bridge2.0-0	2.46.0-5	at-spi2-core	2.46.0-5	at-spi2-core/2.46.0-5/at-spi2-core_2.46.0-5.debian.tar.xz	at-spi2-core/2.46.0-5	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/at-spi2-core/2.46.0-5/at-spi2-core_2.46.0-5.debian.tar.xz
libatk-bridge2.0-0	2.46.0-5	at-spi2-core	2.46.0-5	at-spi2-core/2.46.0-5/at-spi2-core_2.46.0-5.dsc	at-spi2-core/2.46.0-5	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/at-spi2-core/2.46.0-5/at-spi2-core_2.46.0-5.dsc
libatk-bridge2.0-0	2.46.0-5	at-spi2-core	2.46.0-5	at-spi2-core/2.46.0-5/at-spi2-core_2.46.0.orig.tar.xz	at-spi2-core/2.46.0-5	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/at-spi2-core/2.46.0-5/at-spi2-core_2.46.0.orig.tar.xz
libatk-bridge2.0-dev	2.46.0-5	at-spi2-core	2.46.0-5	at-spi2-core/2.46.0-5/at-spi2-core_2.46.0-5.debian.tar.xz	at-spi2-core/2.46.0-5	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/at-spi2-core/2.46.0-5/at-spi2-core_2.46.0-5.debian.tar.xz
libatk-bridge2.0-dev	2.46.0-5	at-spi2-core	2.46.0-5	at-spi2-core/2.46.0-5/at-spi2-core_2.46.0-5.dsc	at-spi2-core/2.46.0-5	https://github.com/Malterlib/MalterlibBinariesSDK_Linux_DebianBased_Source_rLFS/blob/master/at-spi2-core/2.46.0-5/at-spi2-core_2.46.0-5.dsc
